at,content,score,userName,contentp,contentp_clean,text_length
2023-11-05 20:52:44,"Mau login ke wifi aja malah gak bisa dan keluar tulisan "" ada kesalahan "" , padahal saya punya 3 modem loh ini , saya sering login log out aku wifi buat ngecek sisa kouta masing masing modem . Tapi malah gak bisa lagi sekarang .",1,Muhammad Faisal Riza,mau login ke wifi aja malah gak bisa dan keluar tulisan ada kesalahan padahal saya punya modem loh ini saya sering login log out aku wifi buat ngecek sisa kouta masing masing modem tapi malah gak bisa lagi sekarang,mau login wifi malah bisa keluar tulis salah padahal punya modem loh saya sering login log out aku wifi buat cek sisa kouta masing masing modem malah bisa sekarang,163
2023-11-05 19:08:58,Mahal dibanding wifi,1,Deni Prasetyo,mahal dibanding wifi,mahal banding wifi,18
2023-11-05 18:39:17,sangat membantu saat kumpul keluarga,4,sonex ambones,sangat membantu saat kumpul keluarga,sangat bantu kumpul keluarga,28
2023-11-05 18:30:53,Sangat lancar jaringan,5,Margaretha Domingga,sangat lancar jaringan,sangat lancar jaring,20
2023-11-05 18:11:10,mantab,5,Iim Gumilar,mantab,mantap,6
2023-11-05 17:45:04,Kereen simple elegan,5,andhy kris,kereen simple elegan,keren simple elegan,19
2023-11-05 17:23:58,Paketnya mohon untuk lebih bisa di jangkau,4,sofyan hamdi,paketnya mohon untuk lebih bisa di jangkau,paket mohon lebih jangkau,25
2023-11-05 16:11:03,"Kenapa ya, orbitnya kalau di pakai lebih dari 1 perangkat, jaringan nya langsung lelet, nanti harus cuma 1 perangkat saja yg tersambung. Mohon solusinya.",4,Dewa Putu,kenapa ya orbitnya kalau di pakai lebih dari perangkat jaringan nya langsung lelet nanti harus cuma perangkat saja yg tersambung mohon solusinya,ya orbit kalau pakai lebih perangkat jaring nya langsung lambat harus cuma perangkat yang sambung mohon solusi,110
2023-11-05 15:31:07,"berfungsi baik, saran cek singkronisasi alat",5,Rifqi Fadhil,berfungsi baik saran cek singkronisasi alat,fungsi baik saran cek singkronisasi alat,40
2023-11-05 12:49:29,harga paket cukup mahal.tidak seperti waktu beli dulu.,3,yusri fauzi,harga paket cukup mahal tidak seperti waktu beli dulu,harga paket cukup mahal seperti waktu beli dulu,47
2023-11-05 11:59:30,"Aplikasi nya tolong fi perbaiki, ini eror trs kalau bisa aplikasi nya kalau udah login ya trs login ga usah tiba2 keluar",3,Lara Janushifa,aplikasi nya tolong fi perbaiki ini eror trs kalau bisa aplikasi nya kalau udah login ya trs login ga usah tiba keluar,aplikasi nya fi baik error terus kalau aplikasi nya kalau login terus login usah tiba keluar,92
2023-11-05 11:46:08,Ok banget,5,Cecep,ok banget,oke banget,10
2023-11-05 10:44:26,Mantap,5,Andi Nasruddin,mantap,mantap,6
2023-11-05 10:41:05,"Tolong di bantu saya tidak bisa login,lewat orbit, registrasi kartu orbit aja lewat hp bukan lewat orbit",1,Hendy Fradipta Diningrat,tolong di bantu saya tidak bisa login lewat orbit registrasi kartu orbit aja lewat hp bukan lewat orbit,bantu tidak login lewat orbit registrasi kartu orbit lewat hp bukan lewat orbit,79
2023-11-05 10:36:34,Kenapa jaringannya kurang bagus,4,Yakobus Tulung,kenapa jaringannya kurang bagus,jaring kurang bagus,19
2023-11-05 10:36:31,"Payah banget, sering banget internet tidak terhubung. Sangat tidak rekomen pakai orbit, lebih banyak nggak nyambungnya daripada nyambungnya. Sudah komplen juga dicuekin. Payah, mana mahal pulak. Harga nggak sesuai kualitas.",1,sarah sofia,payah banget sering banget internet tidak terhubung sangat tidak rekomen pakai orbit lebih banyak nggak nyambungnya daripada nyambungnya sudah komplen juga dicuekin payah mana mahal pulak harga nggak sesuai kualitas,payah banget sering banget internet hubung sangat rekomen pakai orbit lebih banyak nyambungnya nyambungnya komplain dicuekin payah mana mahal pulak harga sesuai kualitas,169
2023-11-05 09:57:01,"Aplikasi tipu"" kah?beli paket bundling+modem 150GB untuk 6 bulan.. limit per bulan 25GB bulan pertama abis karena lupa matiin update otomatis aplikasi... itu juga meragukan.. masa 25gb abis 3 hari.. pemakaian awal tanggal 6 september... begitu bulan oktober ditunggu dari tgl 6 sampai sekarang november tgl 5 bulan ke 3 seharusnya saya sudah pake 75GB kuota tak kunjung ada saat di cek di aplikasi ini.. sungguh men*ij*ikan.. untungnya mifi nya yg UNLOCK.. coba kalau LOCK pake operator yg ini.. uh.",1,Gina Gustina,aplikasi tipu kah beli paket bundling modem gb untuk bulan limit per bulan gb bulan pertama abis karena lupa matiin update otomatis aplikasi itu juga meragukan masa gb abis hari pemakaian awal tanggal september begitu bulan oktober ditunggu dari tgl sampai sekarang november tgl bulan ke seharusnya saya sudah pake gb kuota tak kunjung ada saat di cek di aplikasi ini sungguh men ij ikan untungnya mifi nya yg unlock coba kalau lock pake operator yg ini uh,aplikasi tipu beli paket bundling modem gb bulan limit per bulan gb bulan pertama habis lupa matiin update otomatis aplikasi juga ragu masa gb habis hari pakai awal tanggal september bulan oktober tunggu tgl sekarang november tgl bulan harus sudah pakai gb kuota take kunjung saat cek aplikasi sungguh men ij ikan untung mifi nya unlock coba kalau lock pakai operator uh,370
2023-11-05 09:53:02,sudah mulai mahsl,1,Mahdi Aza,sudah mulai mahsl,mulai mahsl,11
2023-11-05 08:40:06,sangat puas,5,Erwin budiansyah,sangat puas,sangat puas,11
2023-11-05 08:25:41,harga paket terjangkau,5,mulyadi mul,harga paket terjangkau,harga paket jangkau,19
2023-11-05 06:49:31,Cocok untuk di rumah untuk jualan,5,Kholifahtul Aqika,cocok untuk di rumah untuk jualan,cocok rumah jual,16
2023-11-05 04:04:45,baguuus,5,Mohamad adlis,baguuus,baguuus,7
2023-11-05 00:27:09,No problem bagus😎,5,Chandi Molinow,no problem bagus,no problem bagus,16
2023-11-04 20:33:48,Selalu saya bawa kemanapun pergi jaringan tetap Ok,5,Didik Widiatmoko,selalu saya bawa kemanapun pergi jaringan tetap ok,selalu bawa mana pergi jaring tetap oke,39
2023-11-04 20:29:15,Good job,5,Ridwan Riyanto,good job,good job,8
2023-11-04 20:13:15,"mantaaapplah langsung berfungsi, bisa dbawa kmna² dan datanya murah",5,roni rendra,mantaaapplah langsung berfungsi bisa dbawa kmna² dan datanya murah,mantaaapplah langsung fungsi dbawa kmna data murah,50
2023-11-04 19:50:42,Nggak ribet....,5,Anggi Tuswan,nggak ribet,ribet,5
2023-11-04 15:15:02,"mantap tanpa loding kelamaan , jos pokoke",5,Noto Setiabudi,mantap tanpa loding kelamaan jos pokoke,mantap loding terlalu lama mantap pokoke,40
2023-11-04 15:14:01,"Pada umumnya sinyal kuat, hanya kadang2 sinyal tidak stabil naik-turun, semoga selanjutnya bisa lebih baik dan stabil....",4,Boru Dwi Sumarna,pada umumnya sinyal kuat hanya kadang sinyal tidak stabil naik turun semoga selanjutnya bisa lebih baik dan stabil,umum sinyal kuat kadang sinyal stabil naik turun moga lanjut lebih baik stabil,78
2023-11-04 14:12:46,Tgl 31 10 2023 saya pasang modem orbit. Sampai tgl 4 nov kuota saya belum juga masuk. Hadeh. Kecewa saya,3,Jiwo Rogo,tgl saya pasang modem orbit sampai tgl nov kuota saya belum juga masuk hadeh kecewa saya,tgl pasang modem orbit tgl nov kuota belum masuk hadeh kecewa,61
2023-11-04 12:58:40,"Harga paket makin mahal, yang awalnya 100Gb hanya 131rb,malah tinggal dapat 70 Gb dengan harga yg sama.",1,Bjm Photography,harga paket makin mahal yang awalnya gb hanya rb malah tinggal dapat gb dengan harga yg sama,harga paket makin mahal awal gb rb malah tinggal gb harga sama,62
2023-11-04 12:27:59,Mantap,5,19 Muhammad Rizky Saputra,mantap,mantap,6
2023-11-04 09:35:48,good respon,4,BARI TV,good respon,good respon,11
2023-11-04 06:10:33,Sinyalx sering hilang 🤔🤔,3,Mirna Mirna,sinyalx sering hilang,sinyalx sering hilang,21
2023-11-04 04:51:26,Habis di update malah gak bisa login Gak jelas ini aplikasi,1,Ficky Arista,habis di update malah gak bisa login gak jelas ini aplikasi,habis update malah bisa login jelas aplikasi,44
2023-11-04 01:59:42,"Tambahkan menu ip filter , block device, rename device yg terhubung Kurang aja gituuu..",4,A B,tambahkan menu ip filter block device rename device yg terhubung kurang aja gituuu,tambah menu ip filter block device rename device hubung kurang gituuu,69
2023-11-03 21:50:11,bagus,5,Rina Risnawati,bagus,bagus,5
2023-11-03 21:46:13,Banyakin promo paket murah yaa MyOrbit🙏😊😊,5,Rozi dwi asfandi,banyakin promo paket murah yaa myorbit,banyakin promo paket murah yaa myorbit,38
2023-11-03 20:28:14,alhamdulillah bagus jarngkauannya. hanya kuota cepat habis. mgkin terlalu banyak pemakaix,4,Bundamaira,alhamdulillah bagus jarngkauannya hanya kuota cepat habis mgkin terlalu banyak pemakaix,alhamdulillah bagus jarngkauannya kuota cepat habis mgkin terlalu banyak pemakaix,81
2023-11-03 20:27:08,"Sudah beli kuota 100GB tapi belum masuk, responnya sangat lambat. Beli dari jam 08.WIT sampai sekarang jam 23 WIT belum masuk",1,Nurzamzani Adita,sudah beli kuota gb tapi belum masuk responnya sangat lambat beli dari jam wit sampai sekarang jam wit belum masuk,beli kuota gb masuk respon sangat lambat beli jam wit sekarang jam wit belum masuk,82
2023-11-03 19:53:56,kencang ditempat saya,5,Ian Afandi,kencang ditempat saya,kencang tempat,14
2023-11-03 19:19:28,Keren,5,Andi Robin,keren,keren,5
2023-11-03 19:14:39,"Makin lama Quota nya mahal2 dan besar2 semua. Punya Modem 2, modem yg lama malah mahal harga nya dari yg Baru. Semakin kita sering beli, semakin mahal harga nya. Emng ga jelas ni, suka2 nya bikin harga",1,Hanafi Fani,makin lama quota nya mahal dan besar semua punya modem modem yg lama malah mahal harga nya dari yg baru semakin kita sering beli semakin mahal harga nya emng ga jelas ni suka nya bikin harga,makin lama quota nya mahal besar semua punya modem modem lama malah mahal harga nya yang baru makin sering beli makin mahal harga nya emng jelas suka nya buat harga,164
2023-11-03 18:49:13,good,5,Didik Cahyono,good,good,4
2023-11-03 18:39:35,Mantab cepat,5,Hanif Susilo,mantab cepat,mantap cepat,12
2023-11-03 17:43:38,jaringan mantap,5,Siti Aisyah,jaringan mantap,jaring mantap,13
2023-11-03 15:51:40,Cukup 2 krn bolak balik minta otorisasi2 menyusahkan,2,Sandy Xyzz,cukup krn bolak balik minta otorisasi menyusahkan,cukup bolak balik minta otorisasi susah,39
2023-11-03 11:44:32,Good,5,s2.as. ibrahim,good,good,4
2023-11-03 11:16:50,ok,5,Bona Sianturi,ok,oke,3
2023-11-03 11:07:31,oke sekali,5,Yoga Alvinaris,oke sekali,oke sekali,10
2023-11-03 10:04:53,"apk minta diperbarui giliran diperbarui malah gabisa, jelek banget sering tiba-tiba gamau nyambung ke perangkat, loading lama padahal sinyalnya banyak, udah ganti nama wifi sama password malah balik lagi terus ke awal, udah mah kuotanya boross bett padahal cuma buat chat wa sama google an aja",1,Azizatul Maghfiroh,apk minta diperbarui giliran diperbarui malah gabisa jelek banget sering tiba tiba gamau nyambung ke perangkat loading lama padahal sinyalnya banyak udah ganti nama wifi sama password malah balik lagi terus ke awal udah mah kuotanya boross bett padahal cuma buat chat wa sama google an aja,apk minta baru gilir baru malah gakbisa jelek banget sering tiba tiba gamau nyambung perangkat loading lama padahal sinyal banyak ganti nama wifi sama password malah balik terus awal mah kuota boross bett padahal cuma buat chat wa sama google an,245
2023-11-03 09:54:50,mantap,4,Indra Syahnun Ritonga,mantap,mantap,6
2023-11-03 09:40:41,Mantap,5,Hasbullah ullah,mantap,mantap,6
2023-11-03 09:15:11,Good,5,winframe 2008,good,good,4
2023-11-03 05:04:37,lancar,4,Nufiga Ganufi,lancar,lancar,6
2023-11-03 00:39:01,Sinyalnya tidak lancar,3,Maurianus Ajan,sinyalnya tidak lancar,sinyal lancar,13
2023-11-02 23:44:35,jaringan signal kadang ilang sendiri,4,callme chun,jaringan signal kadang ilang sendiri,jaring signal kadang ilang sendiri,34
2023-11-02 22:39:36,"Layanan sangat bagus.. bang, gimana cara masuk aplikasi orbit ketika lupa paswor...",4,Gendro Siono,layanan sangat bagus bang gimana cara masuk aplikasi orbit ketika lupa paswor,layan sangat bagus bang bagaimana cara masuk aplikasi orbit lupa paswor,71
2023-11-02 21:32:55,Tidak bisa ngecek Wi-Fi,5,User Libra,tidak bisa ngecek wi fi,bisa cek wi fi,14
2023-11-02 21:24:00,"Malah ngaco, buat apa ada paket internet mallam, emang kita kelawar suruh bergadang setiap malam, ada ada aja, paket mahal",1,"C, Sun",malah ngaco buat apa ada paket internet mallam emang kita kelawar suruh bergadang setiap malam ada ada aja paket mahal,malah ngaco buat apa paket internet mallam emang lawar suruh gadang tiap malam ada paket mahal,94
2023-11-02 20:40:12,Ini yang buat aplikasi y . Anak smp x ya. Login aqun yang sama gagal terus. Gagal terus . Perbaiki aplikasi y . Buang2 waktu kami gara2 login d aplikasi g masuk2. payaaaaaaahhhh,3,Ulpi ayah alby,ini yang buat aplikasi anak smp ya login aqun yang sama gagal terus gagal terus perbaiki aplikasi buang waktu kami gara login aplikasi masuk payaaaaaaahhhh,buat aplikasi anak ya login aqun yang sama gagal terus gagal terus baik aplikasi buang waktu gara login aplikasi masuk payaaaaaaahhhh,133
2023-11-02 19:54:33,"Beli modem orbit star G1 tapi kartu yang dikirim udah masa tenggang Ini pihak myorbit telkomsel gimana, masa beli modem baru dikirim nya kartu perdana yang udah masa tenggang",1,Dany Febriansyah,beli modem orbit star tapi kartu yang dikirim udah masa tenggang ini pihak myorbit telkomsel gimana masa beli modem baru dikirim nya kartu perdana yang udah masa tenggang,beli modem orbit star kartu kirim masa tenggang pihak myorbit telkomsel bagaimana masa beli modem baru kirim nya kartu perdana sudah masa tenggang,146
2023-11-02 19:26:52,"Beli barang mahal-mahal ga ada gunanya, sama aj kayak ga pake modem, bisa tiba-tiba hilang koneksi mati saat enak-enak main game padahal jaringan stabil, niat beli ni alat bantu biar lebih lancar malah kek gini",1,Gugun Sparingga,beli barang mahal mahal ga ada gunanya sama aj kayak ga pake modem bisa tiba tiba hilang koneksi mati saat enak enak main game padahal jaringan stabil niat beli ni alat bantu biar lebih lancar malah kek gini,beli barang mahal mahal ada sama kayak pakai modem tiba tiba hilang koneksi mati enak enak main game padahal jaring stabil niat beli alat bantu biar lebih lancar malah kek gin,175
2023-11-02 18:29:13,Good App,5,robby laotong,good app,good aplikasi,13
2023-11-02 18:27:42,Saya tidak bisa melihat perangkat yg terhubung ke orbit saya 🤦🏻‍♂️,2,Emmank Rachman,saya tidak bisa melihat perangkat yg terhubung ke orbit saya,tidak lihat perangkat hubung orbit,34
2023-11-02 14:22:10,Ribet.. suka logout sendiri . Mau login dimasukan no otp malah tdk terhubung...gimana mau isi paket nomor gak hafal mau lihat nomor di app malah gak bisa..hadeh payahlah.. kalo belum siap utk penyediaan perangkat wifi gak usahlah harusnya.. gak disarani buat yg baru mau cari wifi sebaiknya cari yg lain aja..beneran deh..ribet banget..,1,Lhie Niez,ribet suka logout sendiri mau login dimasukan no otp malah tdk terhubung gimana mau isi paket nomor gak hafal mau lihat nomor di app malah gak bisa hadeh payahlah kalo belum siap utk penyediaan perangkat wifi gak usahlah harusnya gak disarani buat yg baru mau cari wifi sebaiknya cari yg lain aja beneran deh ribet banget,ribet suka logout sendiri mau login masuk no otp malah hubung bagaimana mau isi paket nomor hafal mau lihat nomor aplikasi malah bisa hadeh payah kalau siap sedia perangkat wifi usah tidak saran buat baru mau cari wifi baik cari lain benar deh ribet banget,256
2023-11-02 13:08:52,Memuaskan,5,muhammad nafi,memuaskan,muas,4
2023-11-02 12:11:47,kenapa tidak bisa mengganti nama wifi dan pasword,2,Jun Ali,kenapa tidak bisa mengganti nama wifi dan pasword,tidak ganti nama wifi pasword,29
2023-11-02 11:55:20,Apk jeleeeeek bgt mau menghubungkan modem ajaa gagal terusss bener beneer buruuuk!!!,1,Kristin AdistaNashaG,apk jeleeeeek bgt mau menghubungkan modem ajaa gagal terusss bener beneer buruuuk,apk jeleeeeek banget mau hubung modem ajaa gagal terusss bener beneer buruuuk,77
2023-11-02 10:19:06,"Mau beli paket 150 gb harga 252.000 ga bisa pake briva atau transfer bank, harus isi pulsa sendiri... Lha paketan yg ada ga ada yg harga pas 252.000, harus beli kepisah, nah kan ada biaya adminnya, apalagi harganya nanggung banget. Otw pindah provider skrg",1,amin mardhatillah,mau beli paket gb harga ga bisa pake briva atau transfer bank harus isi pulsa sendiri lha paketan yg ada ga ada yg harga pas harus beli kepisah nah kan ada biaya adminnya apalagi harganya nanggung banget otw pindah provider skrg,mau beli paket gb harga bisa pakai briva transfer bank isi pulsa sendiri lha paket ada harga pas beli pisah nah kan ada biaya adminnya harga tanggung banget otw pindah provider sekarang,185
2023-11-02 10:16:02,Untuk sementara 1 bintang aja ya karena MyOrbit sangat penting dalam penggunaan kegiatan saya secara pribadi dan keluarga demikian Trimakasih MyOrbit 🙏,1,Boy alfonsius Mehue,untuk sementara bintang aja ya karena myorbit sangat penting dalam penggunaan kegiatan saya secara pribadi dan keluarga demikian trimakasih myorbit,sementara bintang ya myorbit sangat penting guna giat cara pribadi keluarga trimakasih myorbit,94
2023-11-02 08:03:17,Nice,5,Yanto Prh,nice,nice,4
2023-11-02 07:45:03,pakek orbit lebih irit,5,Sugianto Sugianto,pakek orbit lebih irit,pakek orbit lebih irit,22
2023-11-01 21:28:26,pokoknya oke deh,5,Refi Yustika,pokoknya oke deh,pokok oke deh,13
2023-11-01 21:18:09,ok,5,Balidem Ronsumbre,ok,oke,3
2023-11-01 20:53:15,sangat bagus,5,Peace Onema,sangat bagus,sangat bagus,12
2023-11-01 19:36:15,"Udah jarang dipake, cuma waktu untuk beli kuota internet saja. Malas setiap mau buka untuk cek sisa kuota harus login ulang, gak kaya my telkomsel, gak logout sendiri. Kedepannya saya harap gak logout sendiri selama minimal 2 bulan.",2,Adi H. Setiawan,udah jarang dipake cuma waktu untuk beli kuota internet saja malas setiap mau buka untuk cek sisa kuota harus login ulang gak kaya my telkomsel gak logout sendiri kedepannya saya harap gak logout sendiri selama minimal bulan,jarang pakai cuma waktu beli kuota internet malas tiap mau buka cek sisa kuota login ulang kaya my telkomsel logout sendiri depan harap logout sendiri lama minimal bulan,169
2023-11-01 18:56:37,Tidak sesuai iklan nya bahwa 6 bulan pertama bonus 25/ bulan selama 6 bulan... Di bulan ke 5 beli orbit deal 35 gb bonus nya gak keluar yang 25 gb... Padahal sudah melakukan konfirmasi ke 188 sampai 3 kali... Tapi responnya kurang... Sehingga sampai hari ini sudah 6 hari bonus 25 gb tidak ada Tidak rekomendasi untuk pakai orbit...,1,Purwanto Sri,tidak sesuai iklan nya bahwa bulan pertama bonus bulan selama bulan di bulan ke beli orbit deal gb bonus nya gak keluar yang gb padahal sudah melakukan konfirmasi ke sampai kali tapi responnya kurang sehingga sampai hari ini sudah hari bonus gb tidak ada tidak rekomendasi untuk pakai orbit,sesuai iklan nya bulan pertama bonus bulan lama bulan bulan beli orbit deal gb bonus nya keluar gb padahal laku konfirmasi sampai kali respon kurang sampai hari sudah hari bonus gb ada rekomendasi pakai orbit,208
2023-11-01 18:32:41,"Cara aktivasi sangat mudah dan praktis, jaringan internetnya cepat dan stabil. terima kasih.",5,Sattar Karim,cara aktivasi sangat mudah dan praktis jaringan internetnya cepat dan stabil terima kasih,cara aktivasi sangat mudah praktis jaring internetnya cepat stabil terima kasih,79
2023-11-01 16:47:17,selalu ditingkatkan untuk promo paket data.,4,Nabila Sasa,selalu ditingkatkan untuk promo paket data,selalu tingkat promo paket data,31
2023-11-01 16:09:13,Dengan orbit saya merasa lebih ringan biaya komunikasi lewat online.,4,Tri Semedi Budiono,dengan orbit saya merasa lebih ringan biaya komunikasi lewat online,orbit rasa lebih ringan biaya komunikasi lewat online,53
2023-11-01 15:53:17,sudah berapa kali nyoba untuk ke pengaturan modem supaya bisa ganti password. tetep aja gagal terus.,3,Nugraha Cecep,sudah berapa kali nyoba untuk ke pengaturan modem supaya bisa ganti password tetep aja gagal terus,berapa kali coba ke atur modem bisa ganti password tetap gagal terus,68
2023-11-01 15:50:44,Kenapa kuotanya sekarang pada mahal semua GK seperti awal pemakaian,3,Ayu Erwin,kenapa kuotanya sekarang pada mahal semua gk seperti awal pemakaian,kuota sekarang mahal semua seperti awal pakai,45
2023-11-01 15:22:28,ok,5,Yanti Resky,ok,oke,3
2023-11-01 14:57:58,kerenn👍,5,Amar Syah,kerenn,keren,5
2023-11-01 14:29:45,ok,5,Habiburahman Az,ok,oke,3
2023-11-01 12:10:31,puas sekali,4,Lhaurensius Sanubari,puas sekali,puas sekali,11
2023-11-01 10:33:56,Ok,5,cvkaryamandiri securitysistem,ok,oke,3
2023-11-01 06:54:06,lumayan membantu,5,Ali Wahyudi,lumayan membantu,lumayan bantu,13
2023-11-01 06:22:30,bguss,4,Yoga Pratama,bguss,bguss,5
2023-11-01 05:44:36,"Saya harap harga paket data tetap sama, jangan sampai mentang"" user dah banyak harga naik 😏",4,Qim,saya harap harga paket data tetap sama jangan sampai mentang user dah banyak harga naik,harap harga paket data tetap sama jangan mentang user banyak harga naik,71
2023-11-01 05:03:25,baik sekali,5,Damsid,baik sekali,baik sekali,11
2023-11-01 02:55:15,Mantap,5,Rio Packcik,mantap,mantap,6
2023-11-01 02:00:50,"Saya tidak bisa masuk ke menu pengaturan nih min ,, gimana nih ??",3,Avif Priatna,saya tidak bisa masuk ke menu pengaturan nih min gimana nih,tidak masuk menu atur nih minimal bagaimana nih,47
2023-11-01 00:35:05,Sangat membantu 👍🏻,5,Aris Bani,sangat membantu,sangat bantu,12
2023-10-31 22:22:06,Sinyal tolong di perbaiki setelh pindah tower ke Indosat sinyal di daerab kami jadi hancur,3,DUDUNG WAHYUDIN,sinyal tolong di perbaiki setelh pindah tower ke indosat sinyal di daerab kami jadi hancur,sinyal baik setelh pindah tower indosat sinyal daerab jadi hancur,65
2023-10-31 21:34:37,Bagus,4,EXCELLER M,bagus,bagus,5
2023-10-31 21:15:00,Kak knpa punya apk orbit saya eror habis ngeblokir pas mau mencet tombol kembali blokir nya terbuka otomatis Jadi perangkat itu gak bisa di blokir,1,Indra Naibaho,kak knpa punya apk orbit saya eror habis ngeblokir pas mau mencet tombol kembali blokir nya terbuka otomatis jadi perangkat itu gak bisa di blokir,kak punya apk orbit error habis ngeblokir pas mau mencet tombol blokir nya buka otomatis jadi perangkat tidak blokir,116
2023-10-31 19:48:30,sangat puas,5,Swandy Andy,sangat puas,sangat puas,11
2023-10-31 18:14:09,Siip,5,Bagus Prasongko,siip,oke,3
2023-10-31 17:30:12,bagus,5,Rainol yoku Rainol yoku,bagus,bagus,5
2023-10-31 17:17:30,"Masih perlu diperbaiki masa saya mau sambungkan orbit malah gagal, ""gagal tersambung ke modem"" Mana udah ta coba 10 kali lebih masih ngbug suu lahh!! Btw pake orbit star G1",2,Afirs4454,masih perlu diperbaiki masa saya mau sambungkan orbit malah gagal gagal tersambung ke modem mana udah ta coba kali lebih masih ngbug suu lahh btw pake orbit star,perlu baik masa mau sambung orbit malah gagal gagal sambung modem mana ta coba kali lebih ngbug suu lahh btw pakai orbit star,125
2023-10-31 17:02:09,"Akhir2 ini agk kecewa mohon,tingkatkan pelayanan dan kejujurannya...krna kami sdh berlangganan cukup lama...kmy sudah beli paket orbit deals 250 GB,dg nominal 402.000 pada tgl 31/10/2023 pukul 11.20 tapi kuota tidak masuk,sementara transaksi berhasil,..",1,Zul Kipli,akhir ini agk kecewa mohon tingkatkan pelayanan dan kejujurannya krna kami sdh berlangganan cukup lama kmy sudah beli paket orbit deals gb dg nominal pada tgl pukul tapi kuota tidak masuk sementara transaksi berhasil,akhir agk kecewa mohon tingkat layan jujur krna langgan cukup lama kmy sudah beli paket orbit deals gb nominal tgl pukul kuota masuk transaksi hasil,148
2023-10-31 16:38:16,orbit star A1 mantab irit jaringan ok,5,Mustika Batu putih,orbit star mantab irit jaringan ok,orbit star mantap irit jaring oke,33
2023-10-31 16:09:05,Puas,4,yuli anto,puas,puas,4
2023-10-31 16:03:41,"Susah terhubung, harus sering memasukkan password wifi Serta login di aplikasi orbit selalu mengalami kendala error Opsi lupa akun juga tidak berhasil Bqhkan nomor orbit dengan keterangan belum di daftarkan",2,Ikhwann z,susah terhubung harus sering memasukkan password wifi serta login di aplikasi orbit selalu mengalami kendala error opsi lupa akun juga tidak berhasil bqhkan nomor orbit dengan keterangan belum di daftarkan,susah hubung sering masuk password wifi login aplikasi orbit selalu alami kendala error opsi lupa akun tidak hasil bqhkan nomor orbit terang daftar,147
2023-10-31 12:57:43,Sangat mendukung dan mudah di gunkan semoga banyak promo kuota besar dng harga murah tdk menguras dompet,5,Cherry Rayna,sangat mendukung dan mudah di gunkan semoga banyak promo kuota besar dng harga murah tdk menguras dompet,sangat dukung mudah gun moga banyak promo kuota besar dng harga murah uras dompet,81
2023-10-31 12:40:41,mantap,4,April News,mantap,mantap,6
2023-10-31 10:26:07,"klo lancar ya lancar cuma paket nya setiap bulan naik harga nya,awal beli 100 giga 131 ribu,bulan berikut beli 95 giga 131 ribu,bulan berikut 70 giga 131 ribu,di pake engga di pake tetap habis kuota nya 10 giga perhari",1,beng beng Shorts,klo lancar ya lancar cuma paket nya setiap bulan naik harga nya awal beli giga ribu bulan berikut beli giga ribu bulan berikut giga ribu di pake engga di pake tetap habis kuota nya giga perhari,kalau lancar lancar cuma paket nya tiap bulan naik harga nya awal beli giga ribu bulan ikut beli giga ribu bulan ikut giga ribu pakai pakai tetap habis kuota nya giga hari,171
2023-10-31 10:10:05,Sinyalnya bagus ga lemot,5,Orbit Banjar,sinyalnya bagus ga lemot,sinyal bagus lambat,19
