at,content,score,userName
2023-09-07 15:32:26,"bagus, saya suka dengan apk ini👍🏻⭐️⭐️⭐️⭐️⭐️",5,Marriadi Indra
2023-09-07 15:11:47,Keren,5,Herbet Situmorang
2023-09-07 14:57:57,good,5,Andhika Ardiansyah
2023-09-07 12:20:42,"Hebat, saya suka....",5,PT. JAYA LINTAS SAHARA YALAMLAM
2023-09-07 11:35:36,Membantu banget dan gratisnya tidak setengah-setengah,5,17_INDAH FEVRITASARI_XI_MIPA_F
2023-09-07 11:21:42,"sangat bagus, trimakasih openAI, kegiatan menjadi mudah dengan chatGPT",5,Trinah
2023-09-07 11:19:58,chat gpt bukan sembarang gpt.,5,rakha satya
2023-09-07 09:14:59,keren bosque,5,A t t a r
2023-09-07 09:14:29,ok,4,Bastian Ramelan
2023-09-07 09:03:12,"Chat Gpt memang hebat,aku suka sangat membantu untuk sercing tugas dengan cepat..",5,Siska Amelia
2023-09-07 05:31:21,Gara-gara tugas doang,5,Jhonlifer Marpaung
2023-09-07 03:28:30,THE BEST,5,Dimas
2023-09-07 02:53:11,Can't log in,3,FRMN
2023-09-07 02:24:40,sangat berguna belajar apa saja..hebat.,5,hadi susyanto
2023-09-07 00:26:04,"Alhamdulillah, sangat baik setiap kalimat yang tertulis",5,joko santoso
2023-09-06 17:59:46,Sangat membantu dan mudah dipahami,5,Rifky Danu
2023-09-06 17:12:59,"Sangat bermanfaat, dan tidak ada pembayaran, , tidak seperti chat gpt yang lain ada bayaran nya setelah kita gunakan 3 kali ,",5,Mareanus Telaumbanua
2023-09-06 16:27:46,the best sh,5,Abas
2023-09-06 14:59:33,"thankyou so muchhh aku jdi bisa lebih mahamin materi yg guru guru cuma ulas secara singkat.aslii ini ngebantu bangett ,semoga ada fitur lain yang bisa bikin apk lebih upgrade🫶🫶",5,Mila Ayunda
2023-09-06 13:56:03,"Terimakasih, luar biasa.bermanfaat",5,JOHAN JUNAEDI
2023-09-06 12:59:27,Memudahkan,5,Imam Alkhaidir
2023-09-06 12:38:32,Sangat membantu,5,Delau Rio
2023-09-06 12:01:47,Bagus,5,Ryan Hidayat
2023-09-06 11:48:58,sangat membantu,5,Umi Jeslyn
2023-09-06 11:31:38,bagus membantu banget,5,Brian s
2023-09-06 11:31:18,Please update. Limited data only until September 2021. Thank you,3,PRAM'S
2023-09-06 10:54:11,"Bagi saya, ini sangat membantu Terima kasih banyak",5,Nasya Inayah
2023-09-06 09:52:16,"kurang lengkap, belum ada semua data tokoh di dunia",4,RYUUZOU FACT
2023-09-06 09:09:49,Sangat keren dan canggih menjawab dengan cepat dan pintar aplikasi ini sangat direkomendasikan!!,5,Mita Nasution
2023-09-06 08:58:30,mantap,5,Dhe-King AbdulAziz
2023-09-06 06:18:13,"sangat berguna sebagai tanya jawab, yang diperlukan untuk saat ini hanya perbaruan saja.",5,Arsyid Firdaus
2023-09-06 03:37:56,incredible but i think need improving in update information,5,Dewa Pujianto
2023-09-06 00:22:44,🆒Keren,5,Muhammad Abdul Latif
2023-09-05 23:10:59,bguussss,5,Asih Nur Annisa
2023-09-05 22:32:05,"Recommended to download, it was amazing.",5,sasmito hadiyuono
2023-09-05 22:20:36,Bermanfaat membantu pekerjaan saya di kantor,5,fajar setya wibowo
2023-09-05 17:22:56,Bagus apk nya,5,Laila Kumala
2023-09-05 15:58:42,BENAR BENAR MEMBANTU MANTAPP,5,Raraaayyy
2023-09-05 15:22:23,Bagus sekali,5,Putra
2023-09-05 15:16:29,Tolong devoloper perbaikan bug jaringan nya mengganggu sekali itu saja keluhan dari saya,4,Andi Junaidin
2023-09-05 15:04:22,"trn ksh karena sangat membantu,semoga sukses selalu.",5,SYAMSI SY
2023-09-05 15:02:42,sangat bergunaa,5,D E L F Y S A U Q I
2023-09-05 13:47:09,gacor kang,5,Abdur Rafi
2023-09-05 13:08:31,"KEREEEEEN LOVE YOU SO MUCH. sebagai orang yg suka banyak nanya dan suka yg to the point penjelasannya, gua merasa sangat amat terbantu dengan kehadiran ni aplikasi. LOVE YOUUUUUUUUUU semoga nih AI bisa menampilkan gambar juga jadi ga hanya teks aja",5,Nurul Hikmah
2023-09-05 12:01:22,Sangat berguna untuk membantu kegiatan sehari-hari,5,Bruh
2023-09-05 11:39:42,Best AI in the world,5,Wika Legend COC
2023-09-05 09:46:49,Bagus Sih Tapi Kadang kalo buat soal Di Buku sekolah kadang Guru nya make jawaban yang kurang Update. Tapi kalo Aplikasinya sih Bagus. Yaudah sih itu aja.,5,Akmal NurHakim
2023-09-05 09:46:46,aku sayang aplikasi ini,5,Jhevo Mahija
2023-09-05 09:44:13,mantab bangett,5,Tele Brother
2023-09-05 09:39:04,Very helpful in many ways,5,Mamat Babah
2023-09-05 09:08:18,Bgs,5,Ferry Ferrari
2023-09-05 07:48:53,sangat bagus,5,Arya Saputra
2023-09-05 07:25:36,mantap,5,akbar harahap (220200291_Akbar Haikal)
2023-09-05 07:16:26,awesome,5,Muhammad Faisal
2023-09-05 07:10:19,BRO GILA APLIKASI INJ BENER BENER SERU BRO PLIS DOWNLOAD NI APLIKASI WORTH IT SUMPAH WORTH IT GAK NYESEL DEH LU DOWNLOAD NI APLIKASI,5,M Dimas Rizky
2023-09-05 07:03:16,sangat memuaskan,5,Dirtybubble H
2023-09-05 06:34:34,Kiw,5,Fitra Didik
2023-09-05 06:13:06,Keren n sangat membantu,5,sunardi muslimin
2023-09-05 04:45:20,jawaban yang mantap,5,Fatkur Rohman
2023-09-05 03:35:42,Sangat bermanfaat,5,24-x2-peter
2023-09-05 03:25:31,bagus tapi responsifnya terlalu lambat masig loafing kat latnya,3,Freddi Bobby
2023-09-05 03:13:00,sangatt membantu,5,Ferli Ajh
2023-09-05 02:55:42,Keren,5,tedy arief
2023-09-05 02:42:39,Aplikasi yg sangat bagus saya tidak pernah bosan memainkannya,5,BeBy_ MeTaL
2023-09-05 02:42:31,"Sangat Membantu Kami Para Siswa dan Mahasiswa, semoga OpenAI lebih meningkatkan lagi Chat GPT agar bisa memahami Pertanyaan Berupa Foto dan lebih bagus lagi berupa video. Semoga OpenAI lebih berkembang❤️‍🩹",5,Rifnael Pinatik
2023-09-05 02:05:38,Menambah wawasan saya berpengetahuan Thanks👍👍👍,5,Rafil Ardi Ariaksa
2023-09-05 01:21:01,semoga kedepannya fiturnya semakin bagus 👍,5,Sania Puspitasari
2023-09-05 00:49:10,tidak perlu di tanyakan lagi tentang kegunaannya,5,M.ray raihan
2023-09-05 00:19:50,Mantap,5,Dimas Anjas
2023-09-04 21:25:37,Chat gpt nya kurang update masa masih ai di versi 2021 si,5,Esa Kurniawan
2023-09-04 18:45:15,keren,5,Majd Naifan Mujib
2023-09-04 14:15:39,sangat membantu dengan informasinya walaupun mungkin sedikit kurang tepat? ...,5,Jibae Huntfans
2023-09-04 14:06:31,aplikasi ngeri,5,LAUGH TALE
2023-09-04 13:52:39,bagus,5,Luxionbartford
2023-09-04 13:00:33,Aplikasi yang bagus,5,Ade Jalaludin Irsyad
2023-09-04 12:48:22,"Bagus, sangat membantu jika ingin menanyakan sesuatu atau pas lagi gabut. Pokoknya best lah",5,Hidayatul Ilham
2023-09-04 12:30:06,sangat membantu,5,Your Boo
2023-09-04 11:54:53,Terima kasih Berguna banget buat saya,5,Shynto Putra Jaya
2023-09-04 08:00:02,terbaik,5,Wahyu Surya darmawan
2023-09-04 07:04:43,keren,5,Akbar Bons
2023-09-04 06:36:25,"This is where i got the ideas for my custom biomes , thanks GPT!",5,agfiz syh
2023-09-04 06:30:50,"Bagus banget! Ngebantu banget kalo lagi ada tugas, karena bisa tau inti dari tugasnya",5,Mr. Roditya
2023-09-04 06:24:10,Bagus,5,Lii Meteora Khisya_844 (BageRun)
2023-09-04 05:42:57,"""Saya sangat terkesan dengan kemampuan ChatGPT. Ini adalah asisten pintar yang membantu saya dengan berbagai pertanyaan dan tugas. Saya benar-benar menghargai respons cepat dan informasi yang berguna yang diberikan. Terima kasih, ChatGPT!""",5,KHOMAIDI
2023-09-04 05:37:55,"Overall it's great. Luv the Speech-to-text features in Android, one of the best 👍 Requesting personalized experience for user's interaction. Maybe with: remembering the user, the user's preferences, profiles, search/ remembering a topic within different chat sections, etc. I would really consider the paid plans if you Guys would do so, especially if it's...cheaper? 😅🙏",4,Awang Dewangkara
2023-09-04 05:13:09,Nice answer,5,Muhammad Taufiq Yusuf
2023-09-04 04:57:58,Jos sangat membantu,5,Wahyu Hidayat
2023-09-04 04:01:31,ini sangat membantu saya dalam melakukan suatu hal,5,Puspa Puspa
2023-09-04 03:42:31,Penggunaan yang mudah dan sangat membantu,5,Putra Satria Utama
2023-09-04 03:19:17,"Sangat membantu dalam menjawab pertanyaan, terimakasih chatGPT 🥰😁",5,Barge Alsar
2023-09-04 03:12:10,Sangat bermanfaat,5,Venzz Gaming
2023-09-04 03:11:12,"dia menjadi sahabat ku, namanya Andy😂",5,Deni Septyawan
2023-09-04 03:06:16,semoga tidak menjadi prabayar suatu hari nanti :),5,Subi Aly
2023-09-04 01:27:39,bermanfaat,5,Yudha Bayu Arya Jaya
2023-09-04 01:09:00,Sampe kiamatpun login cuman muter muter doang,3,Faizan Maun
2023-09-04 00:30:05,Sangat membantu sekali,5,Wisa Pramesti
2023-09-04 00:18:29,Great,5,Sound Night (E.D)
2023-09-03 21:58:00,Woa,5,shinbis House
2023-09-03 16:39:31,keren banget ni ai,5,Doomsdayy
2023-09-03 16:13:17,This app is very fun,5,Hazell Anthony Limanjaya
2023-09-03 15:41:40,Very good,5,Lucky Avicenna
2023-09-03 15:31:25,Mambantu dalam belajar,5,Khoffin Niharyanti
2023-09-03 14:50:35,sangat berguna untuk edukasi.semangat developernya✌️,5,Sebastian Vettel
2023-09-03 14:50:31,Sejauh ini sangat puas,5,Maleh Bari
2023-09-03 14:17:15,Bagus sekali bisa memberi pertanyaan tanpa habis Terima kasih😁😁😁,5,Riski jaka Iman
2023-09-03 14:11:43,Mantap,5,Agus Gunawan
2023-09-03 13:28:35,Ga ada update sejak september 2023,3,Call me I dont care
2023-09-03 12:27:34,good job,5,Muhammad Ridho
2023-09-03 11:59:44,Sangat membantu,5,Rev4nnn
2023-09-03 11:59:39,"Kenapa kok tiba-tiba jadi dibatasin kemampuan chat GPT, jadi aneh chat GPT nya.",3,Faiz Sentosa
2023-09-03 09:09:12,bagus sayang,5,prilly
2023-09-03 09:04:44,Mantap!!!,5,Rendy 10
2023-09-03 08:36:20,SUKAAA BGT SGT MEMBANTU! 💯💯 trimakasi chatgpt 🤍🤍🤍,5,Finna Jahra Maharani
2023-09-03 07:07:16,"Aplikasi sangat baik di gunakan,saya merasa terbantu sekali",5,Hari Koswara
2023-09-03 05:41:14,"""ChatGPT adalah teman virtual yang pintar untuk menemani aktivitas sehari-hari saya. Saya suka bagaimana ia membantu menjawab pertanyaan saya dengan cepat dan akurat. Meskipun terkadang ada beberapa kebingungan, secara keseluruhan, ChatGPT sangat membantu. Terima kasih!"" 🌟🌟🌟🌟 Jawabannya aja dari ChatGPT",4,Calan Gavisia
2023-09-03 05:19:51,"chat gpt versi ampas jawaban gak nyambung dan gak komunikatif, cenderung pasif dan sangat monoton",1,Deva Tim
2023-09-03 05:17:56,Memudahkan,5,Lutfi Lutfi
2023-09-03 03:45:21,Mohon maaf tapi kok ga bisa login padahal lancar banget,5,uganisme irullah
2023-09-03 02:34:06,"Apk ini sangat bagus, saya sangat menyukai nya, ini sangat bermanfaat",5,Rafi Adiwitya
2023-09-03 02:17:32,Sangat baik,3,FTB MyTube
2023-09-03 00:45:02,just wanted to give you guys 5 stars :D,5,Hoodie Guy
2023-09-03 00:32:45,😁,5,sapri maulana
2023-09-03 00:31:58,Crash after human verification,1,Dajjo
2023-09-03 00:17:55,"aplikasi ini bisa membuat cerita tentang imajinasi kita sendiri,aplikasi nya bagus",5,Serial Designation V
2023-09-02 22:50:07,Good,4,Omar “Omar” Sjarif
2023-09-02 16:39:59,TYM.,5,Andreas steven Tampubolon
2023-09-02 15:25:58,APK INI YANG GW BUTUHIN SELAMA INI!!,5,GADING SATRIA ADINATA
2023-09-02 13:09:17,Sangat membantu sekali aplikasi ini,5,erlina Ypnurulain
2023-09-02 13:05:29,Tidak bisa terhubung akun Google.,1,buyung perak
2023-09-02 12:28:05,Sangat membantu bagi kami para pelajar dalam mengerjakan tugas dan memudahkan mencari informasi terkait banyak hal,5,01. Abi Putra Ramadhani RPL A
2023-09-02 11:46:25,nice,5,Jespin Lim
2023-09-02 11:42:53,Yeay,5,Ririri Dkdk
2023-09-02 10:06:05,BAGUSS!!!! MEMUASKAN!!!,5,Felix Kece
2023-09-02 09:40:04,mantap,5,Satria Fhaw
2023-09-02 08:31:18,good,5,WT U
2023-09-02 08:25:09,sep 2021,5,Agustiar Trirahmadan
2023-09-02 05:10:05,Bagus,5,Muhammad Naufal Allaam
2023-09-02 04:27:38,Mantap... rekomended banget lah..,5,Ganjar swargani Nugraha
2023-09-02 03:57:46,sangat membantu dalam mengerjakan tugas,5,M. Ridwan
2023-09-02 03:38:54,aplikasi dengan segudang manfaat,5,Skip Neygro
2023-09-02 03:16:52,sangat membantu,5,Virzha Zha
2023-09-02 03:14:20,cukup akurat,5,bagus prasetyo
2023-09-02 03:02:19,Mantap,5,Napoleon Togu Simatupang
2023-09-02 01:57:08,GODD!!,5,Densus
2023-09-01 23:28:15,Mantap,5,Alif Saefudin
2023-09-01 22:51:29,:v,5,Tristan Hartadi Putra
2023-09-01 20:22:10,"saya perlu respon yang lebih panjang untuk membuat esai dan fanfiction. jika sepuluh ribu kata terlalu panjang untuk dicapai dalam waktu dekat, saya harap setidaknya respon bisa diperpanjang menjadi setidak-tidaknya tiga ribu kata saja terlebih dahulu segera. mohon dikembangkan, ini layanan obrolan AI terbaik menurut saya. terimakasih telah menciptakan aplikasi ini untuk Android / Google Play Store di Indonesia. 😊🙏☺️",3,April
2023-09-01 16:02:30,OMGGG,5,Muhammad raisan
2023-09-01 14:23:08,bagus,5,Rio Alfarenza
2023-09-01 13:45:24,"Sangat sangat membantu, cepat, baik dan akurat",5,Paiman Pradana
2023-09-01 12:23:06,Gacor,5,Keanu Kane
2023-09-01 12:22:45,Very good,5,Siti Junainah
2023-09-01 10:59:32,aku suka terimakasih,5,Ahmad Zukhrufiano
2023-09-01 10:13:34,"Bagus banget,aku merekomendasikan ini sih",5,Movie Maker
2023-09-01 09:41:26,G bisa log in susah ribet mending di website langsung!,1,Nuri Nurmaulia
2023-09-01 07:48:05,saya mengucapkan bnyak trimakasih kepada developer yang telah membuat aplikasi ini apk nya sangat membantu sayaaa pokonyaa berguna banget gak nyesel kolo di instal,5,Ahmad Burhani
2023-09-01 07:13:01,Best AI I've seen!,5,Mantapan
2023-09-01 06:01:46,gamenya sangat bagus tapi terkadang lag padahal sinyal bagus,5,Mc King Chanel
2023-09-01 04:34:34,The best AI ever,5,Willy Anugrah
2023-09-01 02:40:56,Susah loginnya,1,Ratna Sari
2023-09-01 01:07:32,Kuclok,1,04_Airlangga Cahyono P
2023-08-31 23:26:20,Recommended,5,"Ariono, ST"
2023-08-31 22:43:21,membantu sya dalam mengerjakan PR. keren👍🏻,5,Balqis Wirda yunita
2023-08-31 22:42:33,Apk g guna pas kemarin nulis eror terus,2,Sky Blue
2023-08-31 17:39:12,Ok,5,Badrun Ro
2023-08-31 16:15:40,terima kasih udah jadi temen curhat :),5,Azhar Umam
2023-08-31 15:13:08,Sangat mengecewakan. Kenapa koneksinya sekarang lebih sering lemot padahal internet lancar.,2,Fatimia Rahma
2023-08-31 14:57:23,Setiap malam gak bisa di pakai padahal internet normal normal aja,1,Iqbal Zeon
2023-08-31 14:13:29,Error dan lama,1,Dina MEILIANA
2023-08-31 14:08:41,Pencarian nya sangat lama sekali,3,Yuri ALFARIHZY
2023-08-31 14:07:37,Kenapa saya nanya tidak dijawab?,5,Muhammad Fardhan
2023-08-31 14:07:11,"My signal is good, but there is always a connection error warning and the application cannot be used",2,Amir Syaifudin
2023-08-31 14:03:55,"Udah cukup bagus, lengkap, dan bisa diandalkan. Namun, kalo bisa ditambahin juga lah pengiriman bergambar. Intinya overall udah oke nih AI. Keep it up, devloper!",5,Zelix
2023-08-31 12:48:57,"Hey, I think it's a pretty good ai chat overall, but you guys know right? There are still several things to work for. And the most unfortunate thing for me is that Chat GPT only updated untill September 2021,I think it's too way back from now for these type of app. It will be super cool if you guys updated this app to the latest date, I'm really hoping you guys do so. Anyway, keep up the good things and do me this favor, can you?",4,Fauzan Rahman
2023-08-31 12:37:27,tidak bisa login,1,Akung xD
2023-08-31 11:58:04,berguna,4,Deprianto 1
2023-08-31 11:51:36,"Jangan cuma fix bug aja dong. Update juga ilmu pengetahuan ChatGPT nya. Percuma dong kalo aku tanya ke GPT tentang tahun sekarang, tapi ilmu pengetahuan GPT hanya sebatas september 2021. Ketinggalan 2 tahun ilmu AI kamu. Banyak juga informasi yang salah seperti lirik lagu FireBird dari band Roselia dari anime bang dream. Itu bukan fire bird lirik yang dikasih. Itu 1 contoh saja. Sisa nya saya gak tau ada yang salah atau tidak. Setidaknya, update kepintaran AI nya wajib. Jangan bug fix mulu.",5,Mizuhashi Akira
2023-08-31 10:53:29,bagus,5,Fauzan Smart Craft
2023-08-31 09:47:33,"Perangkat saya adalah Xiaomi Redmi 7 dan aplikasi ini ga bisa di jalankan dan walaupun saya sudah mengikuti langkah yang di sarankan untuk mengizinkan telfon di layanan google play tapi tetap saja sama, dan waktu saya meng uninstal aplikasi ini malah ga bisa tapi setelah saya uninstall lewat play store ternyata bisa, semoga aplikasi ini dibuat lebih ringan lagi dan ga makan banyak ram, terimakasih👍",4,Venom Cyber Security
2023-08-31 08:58:12,sangat membantu dan memuaskan tanpa kekurangan.Sudah lama munuggu aplikasi ini rilis di android dan setelah rilis sangat puas sekali.GOOD JOB,5,Adjie Adjie
2023-08-31 08:49:58,Halo masbro kata chat gpt,5,William Harlan
2023-08-31 07:45:02,good job!,5,andang ismail
2023-08-31 06:45:10,keren,5,Bariyonet Enther
2023-08-31 06:04:30,Mantap,5,Seorang Manusia
2023-08-31 05:32:14,kerennnnnnnnnnnn,5,Demila hulhanifah
2023-08-31 04:57:39,Aplikasi tidak berguna tidak bisa login maunya apa haaaa maunya apa mau lo apa?tak banting lengket kamu,1,Akuaku Odins
2023-08-31 03:52:37,"syukurlah sekarang ada versi apps nya, jadi mudah bangen mau pakainya",5,Maku No Kazu
2023-08-31 03:41:19,best,5,Rangga v y
2023-08-31 03:13:09,mantap membantu,5,Ananda Gumer
2023-08-31 02:11:58,"Baguss, ChatGPT sangat membantu saya ketika dalam melakukan pekerjaan dan masih banyak lainnya. Terus kembangkan untuk selalu menjadi yang terbaik 👍👍",5,Mochamad Rivaldi
2023-08-31 01:47:45,lumyan,5,Rafee Atta andhika
2023-08-31 00:49:23,best app for free,5,Zahy al abiyyu
2023-08-31 00:19:33,bagus banget apk ny bisa membantu ngerjain tugas sekolah.👍😁,5,Iyan Paok
2023-08-30 22:58:06,AI is weird...,5,Syafiq Here
2023-08-30 22:47:00,Sangat membantu dalam segala hal!🤩 Resep makanan sekalipun 😍,5,Adyatma Eka Santosa
2023-08-30 22:04:45,Hebat,5,Hayu Hayuuu
2023-08-30 13:40:32,kurang yakin,4,lio refal
2023-08-30 12:51:20,Mantap,5,Hudzdha
2023-08-30 12:50:22,bagus,5,Ariz Kull
2023-08-30 12:08:21,sangat bagus 10 bintang,5,Nurjanah Sri Mulyaningrum
2023-08-30 11:00:42,Keren,5,Rapi
2023-08-30 04:47:32,bagus bet,5,imshas shaitul
2023-08-30 03:57:01,mntap,5,Rizqi dmna
2023-08-30 03:17:21,Sangat membantu,5,Inten Suweno
2023-08-30 01:59:53,aplikasinya berguna dan menyenangkan,4,Naya Naya
2023-08-30 01:36:45,"the application is good, it would be great if there was a feature of being able to ask questions via photos in the future I hope there will be an update sending questions via photos to make it easier to make questions, especially math questions it's easier to go through photos for the questions to make it easier for AI to understand the question, that's all I'm good about, thank you😻",5,Xnyyraa ?
2023-08-30 00:32:36,"sudah bagus,. tingkatkan lagi",5,Ninja of Gamers
2023-08-29 22:56:54,GG,5,tukang sad
2023-08-29 22:49:52,Excellent.,5,Ge Nyanns
2023-08-29 21:32:34,keren,4,13. Lorin Vigitia Prasetya Ananda
2023-08-29 18:54:43,"Saya sangat puas setelah menggunakan chagpt ini, karena sudah memberikan jawaban yang sangat akurat dan juga sangat membantu saya dalam mengerjakan pr (pekerjaan rumah) 🗿",5,HASYIM56
2023-08-29 16:23:49,BEST,5,Farida Ida
2023-08-29 15:54:03,Never mind😁,5,Marshal Adrariana
2023-08-29 15:52:13,Error,1,Wahyu Hidayat
2023-08-29 15:22:04,Intinya gini GRATIS,5,Hilda Ifana saragi
2023-08-29 15:19:36,Sangat membantu sekali untuk yang suka bekerja dalam seni,5,Ifva syarif fanny
2023-08-29 14:55:28,"Aplikasi nya sangat bagus , 100% gratis tidak ada gangguan dan respon ai nya sangat cepat Sangat membatu saya dalam mengerjakan tugas sekolah 👍",5,i.Hanz05
2023-08-29 14:50:08,More bugs,1,AdiL Fadhli
2023-08-29 14:50:06,Apk ny bagus cuman kadang kadang sistem ny eror,5,Chelvin Christiansantosa
2023-08-29 14:35:11,Aplikasi nya bagus si tetapi aku coba chat kok error aplikasinya padahal WI-FI aku masih lancar,3,Foto Mansion
2023-08-29 14:31:25,besttt,5,dappamusyappa
2023-08-29 14:31:10,"gimana cara mengatasinya ya? ga bisa masuk dengan alasan koneksi jaringan buruk, padahal jaringan oke² aja buat yang lain",1,Agnardie Aldy Julian
2023-08-29 14:22:13,Bagus,5,Sahril Kadir
2023-08-29 13:03:45,aplikasi ya bagus,5,Zamril Ululazmi
2023-08-29 12:46:50,"Stupid application, can't log in even though the account is correct In fact it's an error, chat isn't important 🖕",1,Kadek Wiguna
2023-08-29 12:32:32,"ini cukup membantu saya untuk mengakses Chat GPT. Dulu saya pernah memakai dari pihak ketiga yang menggunakan API dari Chat GPT tetapi tidak lebih cepat daripada ini, karena disuruh bayar baru bisa cepet😄. Dam saya harap Chat GPT 3.5 gratis selamanya. Dan menurut saya kelebihan dari aplikasi ini hasil chatnya bisa dilihat maupun offline berbeda dengan yang berbasis web. Terimakasih",5,Eridz
2023-08-29 12:24:20,bug pada saat menulis dan AI sering menebak nebak jawaban(sesat),4,Difficult Games
2023-08-29 12:14:18,Aplikasi yang sangat membantu buat mencari informasi yang di butuhkan :v,5,Kamilin Masbro
2023-08-29 12:05:29,Aplikasinya canggih dan berguna banget. Pokoknya saya approve deh 👍,5,Irvan Mikhael
2023-08-29 12:01:12,ai yang sangat berguna,5,VIII A Samuel Putra Hengky Godfried
2023-08-29 11:48:37,very gud app,5,RajaParaDewa
2023-08-29 11:14:01,"Gpt 4,50 Pesan setiap 3 jam,cukup pelit,jika dapat tolong tanpa batas,tolong jangan serakah, terima kasih.",1,Rocky Saputra
2023-08-29 07:21:49,Mantap,5,Novi Rosita
2023-08-29 06:16:52,aplikasi nya sangat membantu,5,Agung ajaah
2023-08-29 03:56:52,sangat baik. pertahankan dan selalu tingkatkan,5,Muhammad Faiz Ali
2023-08-29 01:58:34,"suka banget, btw tolong diupdate informasi nya hingga informasi terbaru saat ini",5,mrfzul
2023-08-29 01:23:22,Nice,5,Clowy _20
2023-08-29 01:19:55,aplikasi yang bagus👍,5,MUHAMMAD ARYASUTA
2023-08-28 23:07:35,"Terima kasih, sangat terbantu",5,angga darwinsah
2023-08-28 16:20:21,"Sesuai janji saya,saya akan memberikan bintang 5 pada apk ini y karena apk ini sangat membantu dan membuat rasa penasaran saya menjadi terpecahkan terimakasih dev telah memberikan apk yanh bagus ini dan juga gratis🗿 y saya suka gratis mungkin tinggal dikembangkan saja apk ini MOHON MAAF BILA ADA KESALAHAN KETIK TOLONG DIMAAFKAN,terimakasih y🙏🙏🙏😎",5,Yasa Botak man
2023-08-28 13:58:10,Nice bro,5,OMEGA 3&6
2023-08-28 13:47:46,"Sangat informatif untuk mengetahui berbagai hal secara general, bisa bgt buat minta saran dan berbagai penulusuran sederhana",5,Dayan Rifqy Nujaba
2023-08-28 12:39:32,akhirnya liris versi play store nya aku harap banyak fitur yang akan di tambahkan di sini contoh : text to image,5,Melzy Craft
2023-08-28 11:39:42,best AI,5,Bintang Baskoro
2023-08-28 11:26:18,Bagus banget tapi masih terbatas Informasi nya dan harus ikut premium GPT-4,5,Account Google
2023-08-28 11:12:28,"Ini yang asli ya teman teman, yang lain itu bajakan semua!",5,Ringson Sidabutar
2023-08-28 10:44:47,Aplikasi nya bagus,5,ela eli
2023-08-28 07:34:16,Aplikasi ini sangat membantu dalam mengerjakan soal,5,Rizky Pratama
2023-08-28 06:55:59,nice!,5,Ademi Sandy Puray Djanan
2023-08-28 06:15:28,The stars speaks,5,Robby Andreas Eddivanto
2023-08-28 04:30:36,keajaiban teknologi,5,Doppo A12
2023-08-28 03:50:19,"Salah satu aplikasi terbaik , terima kasih sudah menyediakan versi android",5,Nameri
2023-08-28 03:45:12,"hahah, tolong tambahkan fitur gambar/memindai gambar",5,Aden
2023-08-28 02:30:56,MANTAPPP,5,talitha noreen nitya
2023-08-28 00:51:54,"Sangat bagus, dan membantu",5,Kandidus Tolok
2023-08-27 23:44:07,luar biasa mantap sangat membantu utk bikin artikel,5,heru sugiharto
2023-08-27 22:37:04,Keren seperti asisten pribadi. namun tetap perlu dikonfirmasi sumber bahan bacaannya untuk memastikan validitasnya. Untuk itu tetap kunjungi perpustakaan baik offline maupun online.,5,Aristianto Hakim
2023-08-27 14:14:18,"Apknya sangat membentu sekali, terimakasih ChatGPT.",5,Melki Sedek
2023-08-27 13:51:35,bagus 👍,5,Marliano Rheza Prathama
2023-08-27 13:13:11,USEFULL!!,5,FandanaAldi 89
2023-08-27 12:28:16,Ini apk terbaik 😫,5,Alvi Pratama
2023-08-27 11:39:59,bagus bagus banget kalau bisa tolong progam ai nya agar bisa berbicara seperti sedang berbicara bersama teman melalui WhatsApp agar lebih nyaman lagi saat berbicar tentang suatu masalah,5,aujasena risang
2023-08-27 05:53:56,kak,5,Diah Gumelar Andayani
2023-08-27 04:30:07,kasih ada emosi weee,5,Ahmad a.s
2023-08-27 02:59:34,mantap,5,SamAdanCookies
2023-08-27 00:10:37,Login berkali2 gagal tidak segera diperbaiki masalah ini,1,Qazwe Qaz
2023-08-26 13:09:44,kok bisa network error padahal wifi ku masih enak enak aja,1,Adit Adit
2023-08-26 12:56:52,Sangat bagus ketika gk ada temen 🗿,5,ACONG BONG
2023-08-26 12:24:54,"Suka sekali dengan aplikasi ini,sangat bermanfaat.",5,Willie Zhao
2023-08-26 11:15:59,Please add ChatGPT version 4 free please,5,Mito T35
2023-08-26 10:42:15,"Sejauh ini mantep banget, keren",5,alma fatah
2023-08-26 09:05:11,aplikasi yang sangat bagus dan mind blowing jika digunakan dengan tepat aplikasi ini dapat memberikan manfaat lebih untuk kita,5,NB
2023-08-26 08:15:51,mantap memudahkan untuk mecari solusi dan permasalahan mengenai apa saja yg di butuhkan,5,abdul hafidh hasan
2023-08-26 07:23:19,"luar biasa,sangat membantu",5,Darma Pardosi
2023-08-26 06:29:48,"Semoga Akses Dengan Pembaca Layar, Bagi Para Pengguna Disabilitas Netra",5,HAMZAH
2023-08-26 03:00:42,"Yosh sip, aplikasi terbaik",5,Achmad bayhaqi Iqbaludin usman
